hour,is_raining,traffic_level,surge_multiplier,num_ride_requests
21,0,0,1.2,86
19,0,0,1.0,144
20,1,1,2.0,57
23,0,1,2.0,43
4,0,1,1.5,58
17,0,0,1.0,144
23,0,0,1.0,91
11,0,1,1.0,98
18,0,1,1.2,112
4,0,1,1.0,97
11,0,0,1.5,67
5,1,0,1.2,107
16,1,1,2.0,55
13,1,1,1.2,92
2,0,1,1.0,98
0,0,1,1.2,78
22,0,2,2.0,37
12,0,1,1.2,77
17,0,2,1.0,116
9,0,1,1.0,132
22,1,0,1.2,107
18,1,0,2.0,96
18,0,1,1.0,131
16,1,0,1.2,108
6,0,1,1.0,89
7,0,1,1.2,107
15,0,1,1.2,68
15,0,1,1.0,86
15,0,2,1.2,70
19,0,1,1.0,134
8,0,1,1.0,127
12,1,1,1.5,71
3,0,0,1.0,108
9,1,0,1.0,172
20,0,1,1.2,77
21,1,2,1.0,88
8,1,2,1.0,154
23,0,1,1.5,60
17,0,1,1.0,129
11,0,2,1.5,57
9,0,2,1.2,92
16,0,1,1.0,87
11,0,1,1.0,84
1,0,0,1.0,107
13,0,0,1.0,98
5,0,1,1.0,86
10,0,1,1.2,80
13,1,0,1.5,86
22,0,0,1.0,91
13,0,1,1.2,76
5,1,1,1.2,90
0,0,1,1.0,96
16,0,1,1.2,75
16,0,0,1.5,61
16,0,2,1.5,58
9,0,2,1.0,121
9,0,1,1.5,92
13,0,1,1.5,54
0,0,1,1.5,63
1,0,2,1.5,57
17,0,1,1.0,129
19,1,1,2.0,77
2,0,0,1.2,78
3,0,0,1.0,100
4,0,1,1.0,81
19,0,2,1.0,111
2,0,1,1.2,76
2,0,1,1.5,59
3,0,1,1.0,94
5,0,2,1.2,69
6,0,2,1.0,78
3,0,2,1.2,69
23,0,0,1.5,71
14,0,1,1.0,91
5,0,1,1.0,98
4,0,0,1.0,109
7,1,1,2.0,81
5,1,0,1.5,76
16,0,1,1.0,95
15,0,1,1.0,84
10,0,0,1.2,87
0,1,0,1.0,118
13,0,1,1.2,79
12,0,2,1.2,63
9,0,0,1.0,148
9,0,2,1.0,128
21,0,1,1.2,72
7,1,1,1.0,158
8,0,0,1.0,152
3,0,2,2.0,41
10,0,1,2.0,42
22,1,1,1.0,110
8,0,1,1.2,112
11,0,1,1.0,95
12,0,2,2.0,41
7,0,0,1.0,149
12,0,1,1.2,80
23,0,1,1.0,91
0,0,0,1.0,99
21,0,1,1.0,84
10,1,1,2.0,50
23,1,0,1.2,92
1,0,0,2.0,53
4,0,0,1.0,90
10,0,1,1.0,98
3,0,0,1.0,101
7,0,1,1.0,124
11,0,2,1.5,56
2,0,0,1.0,107
16,0,0,1.5,64
22,1,0,1.0,116
7,0,1,2.0,72
5,0,2,1.5,53
3,1,0,1.5,80
3,0,0,1.5,71
6,0,1,1.2,69
9,0,2,1.5,86
5,0,2,1.5,57
3,0,1,1.0,81
20,1,1,1.2,93
9,0,1,1.5,86
19,0,1,1.2,113
16,1,1,1.0,111
19,1,0,1.2,152
5,0,1,1.0,93
10,0,1,1.5,60
17,0,1,1.2,117
22,0,0,1.0,100
8,0,1,1.0,126
11,0,2,2.0,37
10,0,1,1.0,92
17,0,1,1.2,112
22,0,0,1.0,97
1,1,1,1.0,109
15,0,1,1.0,98
8,1,1,1.0,166
15,0,1,1.0,93
11,0,1,1.0,93
16,0,1,2.0,46
12,0,0,1.0,93
3,0,1,1.0,83
12,0,2,1.2,70
11,0,0,1.5,63
1,0,1,1.2,67
16,0,2,1.0,76
14,1,1,1.2,89
12,0,1,1.0,85
1,0,0,1.5,61
5,1,1,1.2,85
20,0,1,2.0,41
11,0,1,1.5,60
0,0,0,1.0,103
14,0,1,1.5,62
2,0,0,1.5,70
9,0,2,1.0,109
5,1,2,1.2,83
4,0,1,1.0,94
21,0,2,1.2,66
7,0,1,1.0,137
5,0,0,1.0,103
10,0,1,1.2,74
13,0,1,1.2,82
20,0,1,1.0,81
19,0,1,1.0,124
4,0,2,1.2,63
12,0,2,1.0,81
8,0,1,1.0,146
9,0,1,1.5,98
10,0,1,1.0,98
5,0,2,2.0,43
20,0,0,1.5,71
23,0,1,1.0,90
4,0,1,1.0,93
4,0,0,1.0,90
15,0,1,1.0,81
23,0,1,1.2,80
7,0,1,1.0,131
14,0,1,2.0,43
14,1,0,1.0,112
8,0,0,1.0,142
14,0,1,1.5,62
7,0,1,1.0,144
13,0,2,1.2,65
6,1,1,1.5,74
22,0,1,1.0,94
11,0,1,1.0,90
0,0,2,1.0,78
14,0,2,1.0,81
6,0,0,1.2,84
14,1,1,2.0,52
9,0,2,1.2,96
5,0,1,1.5,56
15,0,1,1.0,91
13,0,2,1.5,58
11,0,0,1.2,80
16,0,0,2.0,51
9,0,2,1.5,85
9,0,1,1.5,98
7,0,0,1.0,159
10,0,1,1.2,68
17,0,2,1.0,109
12,0,0,1.0,104
19,1,0,1.0,188
15,0,1,1.5,64
22,0,0,1.0,105
13,1,2,2.0,48
11,1,1,1.5,74
12,0,1,1.0,92
12,0,0,1.0,108
15,0,1,1.0,89
0,0,0,1.2,78
23,0,2,1.0,74
11,0,1,1.0,81
8,1,1,1.0,172
12,1,1,1.0,109
12,0,1,1.5,59
7,0,1,1.0,141
17,0,0,1.0,144
23,0,0,1.2,87
23,0,0,1.0,107
17,0,2,1.0,122
8,0,1,1.0,147
0,0,0,1.0,104
6,0,1,1.0,88
12,1,0,1.5,81
14,0,2,1.5,49
1,0,0,2.0,54
23,1,1,1.0,111
7,0,2,2.0,58
19,0,0,1.0,160
23,0,0,1.2,76
4,1,1,1.2,90
8,0,2,1.0,125
16,1,2,1.0,99
20,0,1,1.0,81
13,0,2,1.0,75
8,1,1,1.0,173
14,1,1,1.0,102
21,0,1,1.0,89
19,0,1,1.2,123
0,1,1,1.0,110
12,0,2,2.0,40
9,0,1,1.5,91
11,0,2,1.0,74
13,0,1,1.0,93
5,1,2,1.5,57
10,0,1,1.0,86
22,0,1,1.0,86
6,0,0,2.0,45
19,0,2,1.5,77
3,0,2,1.0,81
20,0,2,1.2,65
11,0,1,1.5,54
1,0,1,1.0,92
19,0,0,1.0,144
13,0,0,1.0,109
8,1,0,1.5,129
21,0,1,1.0,89
13,1,0,1.2,97
5,0,2,1.0,73
22,1,2,1.0,86
4,0,1,1.5,63
19,0,1,1.2,112
18,0,0,1.0,144
17,0,2,1.5,81
6,0,2,1.2,64
20,1,0,1.0,117
0,0,0,1.0,91
19,0,2,1.0,118
8,0,2,1.0,111
7,0,2,1.5,78
10,0,1,1.0,94
6,0,1,1.2,71
20,0,2,1.0,75
16,1,1,1.0,112
20,1,1,1.0,108
14,0,1,1.0,88
7,0,0,1.0,136
19,0,2,1.0,119
11,0,2,1.0,78
4,0,1,1.5,55
7,0,1,1.2,122
4,0,1,1.0,88
13,1,1,1.0,97
3,0,0,1.0,109
14,0,1,1.5,59
19,0,0,1.5,102
21,0,1,1.2,73
9,1,1,1.0,171
16,1,1,1.0,103
3,1,1,1.0,106
0,1,2,1.2,78
5,0,0,1.2,82
7,0,2,2.0,61
3,0,2,1.2,70
23,0,1,1.0,88
13,0,0,1.2,85
1,0,2,1.2,60
4,0,1,1.0,82
14,0,2,1.0,73
18,0,1,1.2,106
13,0,2,1.0,74
6,1,0,1.5,79
8,1,1,2.0,77
0,1,1,1.0,112
23,0,2,1.2,70
19,0,2,1.0,117
9,0,1,1.2,121
10,0,0,1.2,84
20,0,2,1.0,86
11,0,1,1.5,59
0,0,2,1.0,77
20,0,2,1.0,80
7,0,1,1.0,131
23,0,1,2.0,43
5,0,2,1.5,49
11,1,0,1.0,119
8,0,2,1.5,82
3,0,0,1.0,105
5,1,0,1.2,107
2,0,2,2.0,37
1,0,2,1.2,65
20,1,0,1.0,122
17,0,2,2.0,61
4,0,1,1.0,96
21,0,1,2.0,45
23,0,1,2.0,45
20,0,1,1.0,87
11,0,1,1.0,98
1,0,1,1.5,56
22,0,2,1.0,83
4,0,2,1.5,53
17,0,1,1.0,128
5,0,1,1.0,84
10,1,1,1.2,91
6,0,2,1.0,72
15,1,0,1.0,130
7,0,1,1.2,108
2,0,0,1.0,109
10,0,0,1.0,101
19,0,1,1.2,108
21,0,2,1.2,63
18,0,1,1.2,118
10,0,1,1.0,81
21,0,2,1.5,56
8,0,0,1.0,153
11,1,1,1.0,104
15,0,0,1.0,101
4,0,0,1.2,89
1,0,1,1.0,98
9,0,1,1.0,146
1,0,0,1.2,83
22,0,1,1.2,76
3,0,2,1.0,74
15,0,1,1.2,81
5,0,1,1.5,54
9,1,0,1.0,179
20,0,1,1.5,56
6,0,0,1.5,65
4,1,2,1.2,83
12,1,0,1.0,118
8,0,2,2.0,65
8,0,1,1.0,138
22,0,2,1.2,67
14,0,1,1.2,74
3,0,0,1.0,96
0,1,1,1.5,77
19,0,0,1.2,122
13,0,1,1.2,76
18,0,1,1.0,134
0,0,1,1.0,91
9,0,1,1.0,127
3,0,0,1.0,109
22,1,0,1.2,97
17,1,1,1.0,154
11,0,1,1.0,81
6,0,0,1.5,71
5,0,0,1.0,103
8,0,1,1.0,129
1,1,2,1.0,93
14,0,1,1.2,74
21,0,2,1.0,78
12,0,2,1.0,78
10,0,1,1.0,92
21,0,1,2.0,48
21,0,1,1.0,87
18,0,1,1.2,105
5,1,2,2.0,43
8,0,1,1.0,133
11,0,2,1.0,75
10,0,1,1.5,56
2,0,0,1.0,91
17,0,0,1.0,139
23,0,1,1.2,74
12,0,1,1.2,77
12,0,0,2.0,49
14,0,2,1.0,83
18,1,0,1.5,126
14,0,2,2.0,41
14,0,1,1.0,81
4,0,1,1.0,90
4,1,1,2.0,51
1,0,2,1.5,57
17,0,1,1.0,145
5,0,1,1.0,88
17,0,1,1.2,118
21,1,1,1.0,105
6,0,1,1.0,89
19,0,1,1.0,148
19,1,1,1.0,151
2,0,2,1.0,81
16,1,2,1.2,82
19,0,0,1.5,106
18,0,1,1.2,104
7,0,1,1.0,145
20,0,0,1.2,86
22,0,1,1.5,65
18,1,2,1.2,120
18,0,0,1.5,102
5,0,0,1.0,93
19,0,2,2.0,58
7,1,1,1.2,142
2,0,1,1.2,72
4,1,1,1.0,117
0,0,0,1.2,87
0,1,1,1.0,102
23,0,0,1.0,108
22,0,1,1.2,70
0,0,0,1.2,84
5,0,1,1.0,91
1,0,0,1.2,81
11,1,1,1.5,68
16,0,1,1.5,54
9,1,1,1.5,115
4,0,2,1.5,49
4,0,1,1.2,71
1,0,1,1.0,95
11,0,2,1.0,77
4,0,1,2.0,46
14,0,1,1.0,91
22,0,2,1.5,56
19,0,0,1.0,154
17,0,1,1.0,131
20,0,2,1.0,85
5,0,1,1.5,61
23,0,1,1.0,89
13,0,0,2.0,48
10,0,2,1.5,54
7,0,2,1.2,90
22,0,2,1.5,56
8,0,0,1.5,104
5,0,0,2.0,49
2,0,1,1.0,87
7,0,0,1.5,106
15,0,1,1.0,83
18,1,2,2.0,75
0,0,0,1.0,90
12,0,0,1.0,108
11,1,2,1.0,104
19,0,1,1.5,94
7,0,0,1.0,157
13,0,1,1.0,87
5,0,1,1.5,64
2,1,2,1.5,61
2,0,1,1.0,91
22,0,1,1.2,78
13,0,1,1.0,91
20,0,1,1.2,74
2,1,2,1.0,90
11,0,2,1.0,82
11,0,1,1.0,94
16,0,1,1.0,91
10,0,1,1.0,95
8,0,1,2.0,68
4,0,2,1.5,55
10,0,1,1.0,97
6,0,1,2.0,42
9,0,1,1.5,89
8,0,0,1.0,162
19,0,2,1.2,99
14,0,1,1.0,81
10,0,1,1.2,68
20,0,0,1.0,92
2,0,1,1.5,58
22,0,2,1.5,52
14,0,1,1.0,92
16,1,1,1.0,101
23,0,1,1.0,88
2,1,1,1.0,112
19,1,1,1.0,177
3,0,0,1.0,99
10,0,2,2.0,36
22,0,1,1.5,61
6,0,1,1.0,90
19,0,2,1.0,116
21,0,1,1.0,87
23,0,1,1.2,78
13,0,1,1.0,86
3,0,0,1.5,72
12,0,2,1.0,73
0,1,1,1.0,99
22,0,0,1.0,108
17,0,2,1.5,78
12,0,1,1.5,59
2,0,1,1.0,82
7,0,2,2.0,58
17,0,1,1.0,136
1,0,1,1.0,82
19,0,0,1.2,129
5,1,2,1.2,82
17,0,1,1.0,137
17,0,1,1.2,109
8,0,1,1.5,87
14,0,1,1.0,96
22,0,1,2.0,40
2,1,1,2.0,56
8,0,1,1.2,105
21,1,0,1.2,105
17,1,1,1.2,134
22,1,1,1.5,69
19,0,1,1.5,86
19,0,0,1.2,124
6,0,1,1.5,62
20,0,2,1.0,80
16,0,0,1.0,102
2,0,0,1.5,72
6,0,1,1.0,92
12,0,2,1.5,54
8,0,0,1.2,121
8,1,1,1.0,156
22,0,0,1.0,100
4,0,0,1.2,75
3,0,1,1.2,76
8,0,1,1.2,108
5,0,1,1.0,94
9,0,0,1.5,92
17,0,1,1.0,141
2,1,1,2.0,53
22,1,1,1.0,106
19,0,1,1.2,102
6,0,1,1.5,58
11,0,2,1.0,86
4,0,0,1.2,75
16,0,2,1.0,74
18,0,0,1.0,158
3,0,2,1.0,78
11,1,1,1.0,100
20,0,1,1.2,70
14,0,1,2.0,41
1,1,1,1.2,81
14,0,1,1.2,82
10,0,0,1.0,99
23,1,1,1.0,102
0,0,1,1.2,75
13,0,0,1.0,97
3,0,1,1.2,79
5,0,2,1.5,54
7,0,1,1.0,143
19,0,2,1.5,75
1,0,1,2.0,45
3,0,0,1.2,79
16,1,1,1.0,102
23,0,0,1.2,78
8,0,1,1.5,88
18,0,0,1.2,129
7,1,1,1.2,135
8,0,2,1.0,131
12,0,1,1.0,85
7,0,1,1.0,140
13,1,0,1.2,97
17,0,1,1.2,109
17,1,1,1.0,159
9,0,2,1.2,94
19,0,0,1.2,135
0,0,0,1.2,81
11,0,1,1.2,71
2,0,0,1.0,101
19,0,1,1.0,125
11,1,1,1.0,112
17,0,0,1.0,147
11,1,2,1.5,64
6,0,1,1.2,79
2,1,0,2.0,55
6,0,0,1.5,67
22,0,1,1.0,81
12,0,2,1.5,52
10,1,0,1.5,85
19,0,1,2.0,70
19,0,2,1.5,84
16,0,1,1.0,88
14,0,1,1.2,74
5,0,1,1.2,80
5,0,1,2.0,45
6,0,2,1.0,81
8,1,1,1.0,173
8,0,0,1.2,132
20,1,0,1.0,113
17,0,0,1.0,152
0,0,1,1.2,70
17,0,1,1.0,122
17,0,2,1.0,110
11,1,1,1.0,107
0,0,2,1.5,57
23,0,1,1.0,89
18,0,2,1.0,111
13,0,0,1.0,92
13,0,1,1.5,61
15,0,0,1.0,107
23,1,1,1.0,104
5,0,2,1.2,67
16,0,1,1.0,97
12,0,0,1.2,77
22,0,0,1.0,93
18,0,2,1.5,78
19,0,1,1.2,111
1,0,1,2.0,42
9,0,1,1.0,136
8,1,1,2.0,87
20,0,2,1.2,71
11,0,1,1.0,82
7,0,1,1.2,114
8,0,2,1.0,113
10,0,1,1.0,92
0,0,0,1.2,84
10,0,1,1.0,85
18,0,1,1.0,146
22,0,0,1.5,66
1,0,0,1.0,97
13,0,0,1.5,70
3,1,1,1.2,86
19,0,0,1.2,127
22,0,2,1.0,75
14,0,1,2.0,41
1,0,2,1.2,66
23,1,1,1.0,100
23,1,2,1.0,93
15,0,2,1.0,79
21,0,0,1.2,75
3,1,0,1.0,116
1,0,1,1.0,89
14,0,1,2.0,45
18,0,1,1.0,144
18,0,0,1.0,144
15,0,1,1.0,97
11,0,0,1.0,96
2,0,0,1.2,84
19,0,1,1.0,123
14,1,0,1.0,117
6,0,1,1.0,94
8,1,0,1.0,172
14,0,1,1.0,81
19,0,1,1.0,146
12,0,1,1.0,81
6,0,1,1.0,85
21,1,0,2.0,64
15,0,2,1.2,61
9,1,0,1.0,192
23,0,2,1.0,87
1,0,1,1.0,92
18,0,1,1.5,86
5,0,2,2.0,38
20,0,1,1.0,83
17,0,0,2.0,81
1,0,1,1.0,95
20,0,1,2.0,42
20,0,1,1.2,77
0,0,0,1.0,101
14,0,0,1.0,92
9,1,1,2.0,76
2,0,1,1.0,83
9,0,2,1.0,120
2,0,2,1.0,75
21,0,2,1.2,73
5,0,1,1.0,85
1,0,1,1.5,62
22,0,1,1.5,57
8,0,2,1.0,116
7,0,2,1.2,96
20,0,1,1.2,69
23,1,1,1.0,117
0,0,2,1.0,84
16,1,2,1.5,60
12,0,2,1.0,76
4,1,2,1.0,94
6,0,1,1.0,94
8,0,1,1.0,145
13,0,1,1.0,94
18,0,1,1.0,147
0,1,2,1.0,101
2,0,0,1.0,94
15,0,1,1.0,87
7,0,1,1.5,94
6,0,2,2.0,37
20,0,1,1.0,85
10,0,0,2.0,54
14,0,1,1.0,92
12,0,1,1.5,56
19,0,2,1.0,110
5,0,2,1.0,87
4,0,0,1.0,99
21,0,0,1.0,98
3,1,1,1.0,114
18,1,1,1.0,167
14,0,0,1.2,84
20,0,2,1.2,63
4,1,2,1.0,97
10,0,1,1.2,75
17,1,0,1.0,165
9,0,0,1.5,100
15,1,1,2.0,55
3,0,0,1.2,87
18,0,2,1.0,121
22,0,0,2.0,50
4,0,0,1.2,84
14,0,1,1.0,85
5,0,1,1.2,80
22,0,0,1.2,85
1,1,2,1.2,82
9,0,2,1.2,100
19,0,1,1.0,125
5,0,0,1.0,93
18,0,1,2.0,66
5,0,2,1.5,57
14,0,2,1.2,61
0,0,1,1.2,75
7,0,0,1.0,136
20,0,2,1.0,85
10,0,1,1.0,85
13,0,1,2.0,43
0,0,0,1.2,77
13,0,0,1.0,96
9,1,1,1.2,132
16,1,0,1.5,74
10,0,1,1.2,71
9,0,1,1.0,139
14,0,2,1.0,85
11,0,0,1.0,102
2,0,1,1.0,98
21,0,0,2.0,47
17,0,2,1.0,116
23,0,1,1.0,86
6,0,1,1.0,90
10,1,1,1.5,75
17,0,1,1.2,106
16,1,1,1.0,115
22,1,2,1.0,92
15,1,2,1.2,79
22,1,0,1.2,106
2,0,1,2.0,43
12,0,1,1.0,93
7,0,1,1.0,134
23,0,2,1.5,50
4,0,1,1.5,59
6,0,0,1.0,105
18,1,1,1.5,111
21,0,1,1.0,94
18,0,1,1.2,108
11,1,1,1.2,94
8,0,0,1.5,98
22,0,1,1.0,90
16,1,2,1.0,103
23,0,2,1.2,69
9,0,0,1.2,130
17,0,1,2.0,67
0,0,1,1.0,91
14,0,1,1.0,94
10,0,0,1.2,75
3,0,1,1.2,73
5,0,1,2.0,43
12,0,1,1.0,85
7,0,1,1.0,143
6,0,1,1.2,74
4,0,2,1.2,60
4,0,2,1.0,87
15,0,1,1.2,69
5,1,1,1.0,106
15,1,1,1.0,110
14,0,0,1.0,101
5,0,1,1.2,74
20,0,0,1.5,64
7,0,0,1.0,152
2,0,0,1.0,107
8,1,0,1.5,113
20,1,1,1.0,98
8,0,0,1.0,145
4,0,1,1.2,78
18,0,2,1.0,131
15,1,1,1.5,74
15,0,2,1.2,66
17,1,0,1.0,164
11,1,0,1.0,116
15,0,2,1.0,72
4,0,2,1.0,78
2,0,1,2.0,44
6,0,1,1.0,85
19,0,1,1.0,123
13,0,1,1.0,88
23,0,1,1.2,82
15,0,0,2.0,48
0,0,0,1.0,96
4,0,0,1.0,92
7,0,0,1.0,151
1,0,0,1.5,67
21,0,0,1.0,97
6,1,0,1.0,129
5,0,0,1.2,76
9,0,1,1.2,121
2,0,0,1.2,81
5,0,2,1.0,74
22,0,1,1.5,60
18,0,2,1.0,124
1,0,1,1.2,71
18,0,0,1.0,160
16,0,2,1.2,60
22,0,0,1.2,80
3,0,0,1.5,71
2,1,0,1.0,124
13,0,1,1.0,85
21,0,1,1.0,89
2,0,0,1.2,79
10,0,1,2.0,44
9,0,2,1.5,85
2,1,1,1.5,65
8,0,0,1.0,142
15,0,1,1.0,81
17,1,1,1.2,148
4,0,0,1.5,62
14,0,1,2.0,43
15,0,1,1.0,96
17,0,0,1.2,125
5,1,1,1.2,97
3,0,2,2.0,40
22,0,1,1.2,78
12,1,2,1.0,98
0,0,1,1.5,62
23,0,1,1.0,85
1,1,2,2.0,46
14,0,1,1.0,91
3,0,0,1.0,107
12,0,0,1.2,78
22,0,2,1.0,87
13,1,1,1.2,89
14,0,1,1.0,83
7,0,1,2.0,72
8,0,1,1.5,97
4,1,1,1.2,95
2,0,1,1.2,74
6,1,2,1.0,104
7,0,0,1.0,144
15,0,1,1.0,82
16,1,1,1.5,69
9,0,0,1.2,121
20,1,0,1.5,84
0,0,1,1.2,78
18,0,0,1.0,153
17,1,1,2.0,76
17,0,0,1.2,132
19,0,0,1.0,135
4,0,2,1.5,50
10,0,1,1.5,60
0,0,2,1.5,53
21,0,1,2.0,46
10,0,1,1.0,95
10,1,1,1.5,77
4,1,1,2.0,59
19,1,2,1.5,97
21,0,1,1.2,76
17,0,1,1.0,136
7,1,1,1.0,174
21,0,1,1.5,63
14,1,1,1.0,107
2,0,1,1.0,93
15,0,1,1.2,72
19,0,2,1.0,111
11,0,2,1.2,60
1,0,0,2.0,49
19,0,1,1.0,131
19,0,2,1.0,126
12,0,2,1.2,66
23,0,0,1.2,77
18,0,2,2.0,55
12,1,0,1.0,109
20,0,1,1.0,81
17,1,1,1.5,98
15,0,2,1.2,70
9,0,2,1.2,105
6,0,2,1.5,51
1,1,1,1.0,97
3,1,1,1.0,99
21,0,0,1.5,66
21,0,0,1.0,109
3,0,0,1.2,77
0,0,2,1.0,74
15,1,1,1.2,88
22,0,2,1.0,81
22,1,1,1.2,88
5,0,2,1.2,68
18,0,2,1.0,109
4,1,1,1.0,101
22,0,0,1.0,91
5,0,0,1.0,107
6,0,1,1.0,95
4,0,0,1.2,79
0,1,1,1.2,94
20,1,1,1.0,114
1,0,0,1.5,71
9,0,2,1.0,118
1,0,2,1.5,58
19,0,0,1.2,134
13,0,0,1.0,104
21,0,0,1.5,60
20,0,1,1.2,78
6,0,2,1.2,68
9,0,1,1.0,147
7,1,1,1.0,160
0,0,0,1.2,84
7,0,1,1.0,136
15,0,0,1.0,90
13,0,1,1.5,56
18,0,0,2.0,70
9,0,0,1.0,145
17,0,1,1.5,85
1,0,0,1.5,64
4,0,1,1.0,82
1,0,1,1.2,69
19,0,2,1.0,120
2,0,2,1.2,66
23,0,1,1.0,82
8,0,1,2.0,68
10,0,0,1.2,91
15,0,1,1.2,73
13,0,1,2.0,41
13,1,1,1.2,98
21,0,1,1.0,90
19,0,1,1.5,85
10,0,2,2.0,43
10,0,0,2.0,46
17,0,1,1.0,126
10,1,1,1.2,94
23,0,0,1.5,72
13,0,0,2.0,49
18,1,1,1.0,148
17,0,1,1.5,92
3,0,1,1.0,94
12,1,1,1.5,72
1,0,0,1.5,65
18,0,1,1.0,139
8,0,1,2.0,67
22,0,1,1.0,95
10,0,0,1.0,90
16,0,0,1.5,68
4,0,0,1.0,106
20,0,1,1.5,62
8,1,1,1.5,109
15,0,1,1.2,70
11,0,1,1.0,90
0,0,0,1.0,106
16,0,1,1.2,80
13,0,0,1.0,102
6,0,2,1.0,87
22,0,0,1.0,92
15,0,2,1.0,82
14,0,0,2.0,45
23,0,1,1.0,96
3,0,2,1.2,70
22,0,1,1.0,95
21,0,1,1.2,72
14,0,0,2.0,47
16,0,1,1.0,84
1,1,1,1.2,97
7,0,1,1.0,135
5,0,0,2.0,46
6,0,0,1.0,91
23,0,2,1.0,78
15,0,2,1.2,61
4,0,2,1.5,51
20,0,1,1.2,69
17,0,2,1.2,100
19,0,0,1.0,136
10,0,1,2.0,41
1,0,0,1.0,106
6,0,1,1.0,82
14,0,0,1.0,109
8,1,0,1.2,152
1,0,0,1.0,95
3,0,1,1.0,85
14,1,2,1.0,99
7,0,1,1.0,144
3,0,1,1.5,60
7,0,2,1.0,126
6,0,1,1.0,97
12,0,1,1.0,91
4,1,1,1.2,88
19,0,0,1.2,115
21,0,1,1.2,77
21,0,1,1.5,64
17,0,0,1.0,135
18,1,0,1.0,185
10,1,1,1.0,98
5,0,2,1.0,87
3,0,1,1.5,58
2,0,1,1.2,70
19,0,2,1.2,94
5,0,0,1.2,76
14,0,0,1.0,103
2,0,1,1.0,96
16,0,0,1.5,65
21,0,0,1.0,100
1,1,2,1.0,91
15,0,0,2.0,52
21,0,1,1.2,77
16,0,1,1.2,82
10,1,0,1.0,128
3,0,1,1.0,83
20,1,1,1.2,96
11,1,1,1.0,98
7,0,0,1.0,139
2,0,0,1.5,65
10,0,1,1.0,84
12,0,0,1.0,95
8,0,0,1.0,156
14,0,2,1.0,80
11,0,0,1.2,81
9,0,1,1.0,138
20,0,0,1.0,90
3,0,2,1.0,86
6,0,1,1.0,88
8,0,1,2.0,67
5,0,1,1.2,69
6,0,1,1.2,78
16,0,2,1.2,73
3,0,0,1.2,87
1,0,0,1.0,92
16,0,0,1.0,108
6,0,1,1.0,91
10,0,0,2.0,53
19,0,1,1.2,110
17,0,1,1.5,86
20,0,1,1.0,81
6,0,1,1.0,98
17,0,1,1.2,104
22,0,0,1.0,105
18,1,1,1.0,154
13,0,1,1.0,91
7,0,2,1.2,106
6,1,0,1.5,77
0,0,1,1.0,88
5,0,2,1.0,74
3,0,0,1.2,82
15,0,1,1.0,95
14,0,0,1.5,71
21,0,0,1.2,85
17,1,0,1.0,178
17,0,1,1.0,127
7,0,1,1.0,133
9,0,0,1.0,159
4,0,0,1.0,96
6,1,1,1.0,114
16,0,0,1.2,75
5,0,1,2.0,43
10,0,1,1.5,65
9,1,2,1.2,129
6,0,0,1.2,85
6,1,1,2.0,53
9,0,0,2.0,78
12,1,0,1.0,131
2,0,1,1.2,67
8,0,0,1.0,143
4,1,0,1.0,131
15,0,0,2.0,51
10,0,1,1.0,94
22,1,0,1.0,126
22,1,2,1.0,93
17,0,1,1.2,122
14,0,0,1.0,93
4,0,0,2.0,53
7,0,1,1.0,136
7,1,0,1.2,143
18,0,1,1.0,134
4,0,0,1.0,100
3,0,1,1.0,87
19,0,2,1.0,115
17,0,1,1.2,111
21,0,1,1.0,96
11,0,1,1.5,62
0,0,1,1.0,82
7,0,1,1.0,142
8,1,1,1.0,175
20,0,1,1.0,98
12,0,0,1.2,81
21,0,1,1.0,97
0,0,1,1.5,56
5,0,0,1.0,97
0,0,0,1.0,100
13,0,1,1.0,84
4,0,1,1.5,62
12,1,1,1.0,106
4,0,1,1.0,83
14,1,1,1.2,90
2,0,1,1.0,86
3,0,0,1.0,108
2,0,1,2.0,47
19,0,2,1.0,127
11,0,0,1.0,102
13,0,1,1.5,55
5,0,1,1.0,89
18,0,0,1.0,154
4,0,2,1.2,62
22,1,1,2.0,52
16,0,2,1.2,66
18,0,1,1.2,120
21,0,0,1.0,97
17,0,1,1.0,130
23,0,1,1.0,94
22,0,0,2.0,48
11,0,1,1.5,55
17,0,1,1.0,142
4,0,0,1.0,97
12,0,2,1.2,73
3,0,1,1.2,75
17,0,1,1.5,82
19,0,0,1.0,157
8,0,2,1.2,97
1,1,1,1.2,83
9,1,0,1.0,182
12,0,1,1.5,56
5,0,1,1.2,81
19,0,1,1.0,140
7,0,2,1.0,117
12,0,2,1.0,84
3,0,0,1.5,66
18,0,1,1.0,146
6,1,0,2.0,62
14,1,0,1.5,87
4,1,0,1.5,77
16,0,0,1.2,88
18,1,1,1.0,154
20,0,1,1.0,87
4,0,0,1.2,79
10,0,0,1.5,71
3,1,0,1.2,108
13,0,1,1.0,84
3,0,1,1.0,96
3,0,0,1.2,91
1,0,1,1.0,90
6,0,0,1.0,94
18,1,1,1.0,175
0,0,1,1.5,65
11,0,1,1.2,69
18,0,1,1.0,147
11,0,1,1.2,72
8,0,1,1.5,88
6,0,1,1.0,90
0,0,1,1.2,72
5,0,2,1.5,48
9,0,0,1.0,156
0,0,2,2.0,42
17,0,2,1.2,100
2,0,2,1.2,65
10,0,0,1.0,104
13,1,0,1.5,87
5,1,2,1.2,86
10,1,2,2.0,48
6,0,1,1.0,95
